title,href,desc
比特币的进化之路,https://www.jinse.com/blockchain/566016.html,数字货币将进化出丰富多彩的物种和生态，适应各种各样的需求和环境
2019年区块链行业众生相:四环宇风暴时代惊雷,https://www.jinse.com/blockchain/565983.html,随着各国对央行数字货币的研究和计划发行，将来整个世界应该会进入一个数字货币电子支付的时代
Layla：只有政府行业教育机构三方联动才能行之有效地推动区块链大学教育的发展,https://www.jinse.com/news/blockchain/465079.html,只有政府、行业、教育机构三方联动，才能行之有效地推动区块链大学教育的发展。
刘昌用：巨头企业进行的区块链实践能够为高校区块链提供非常有价值的实践基础,https://www.jinse.com/news/blockchain/465071.html,巨头企业所进行的区块链实践能够为高校区块链提供非常有价值的实践基础，防止高校区块链研究和教育脱离现实，过早地走向纯学术。
肖臻:区块链核心技术属于分布式系统、密码学等计算机传统领域 跟机器学习有很好结合点,https://www.jinse.com/news/blockchain/465054.html,区块链核心技术还是属于分布式系统、密码学等计算机传统领域，跟机器学习也有很好的结合点。
段江：现阶段的区块链高校教育课程内容还在持续打磨,https://www.jinse.com/news/blockchain/465031.html,在学校的区块链教育中培养学生的区块链思维，区块链技术，让学生在真正掌握区块链知识。
"老师,好!——论区块链大学教育的学与思|金色相对论",https://www.jinse.com/news/blockchain/465016.html,本期金色相对论邀请到了北京大学刘昌用、北京大学肖臻、西南财经大学段江、苏州大学Layla Dong，为大家分享当下区块链教育的一些现状与思考。
Michael Wu：被市场关注及诸多机构注资的最大原因是Bakkt的合规性,https://www.jinse.com/news/blockchain/463131.html,Bakkt本质上提供的是一个机构投资者可以参与的现货产品。
Dovey：Bakkt的实物结算期货对现货交易所不会有太大的威胁,https://www.jinse.com/news/blockchain/463122.html,合规肯定是交易所很重要的一个发展方向。
谷燕西：Bakkt提供实物结算为比特币交易提供了更多的流动性,https://www.jinse.com/news/blockchain/463116.html,CBX研究院创始人谷燕西表示，Bakkt提供实物结算为比特币交易提供了更多的流动性，会激励全球各地的合规交易所提供比特币交易服务。
Bakkt比特币期货能否引爆牛市？三位大佬告诉你真相|金色相对论,https://www.jinse.com/news/blockchain/462558.html,本期金色相对论邀请到了CBX研究院创始人谷燕西，Primitive Ventures 创始合伙人Dovery Wan，Amber Group CEO Michael Wu，一起聊聊明星Bakkt能否成牛市之钥。
什么是一条好链？——一定要有自主创新的硬核技术,https://www.jinse.com/blockchain/577327.html,如何判断一条区块链是不是好链。近日，互链脉搏邀请了行业内非常资深的专业人士做了场线上圆桌，就此问题进行解答。希望助于应用方的甄别。
2020通证经济时代是否到来？通证经济模型与实践探讨（上）,https://www.jinse.com/blockchain/577307.html,改造传统工具无法拯救的互联网创业企业，必须有新的工具。
ViaBTC许浩扬：区块链的未来取决于底层技术和落地应用丨米林新春特辑,https://www.jinse.com/blockchain/577057.html,区块链的未来取决于底层技术和落地应用
“不要最好只要更好” 95后电商新贵时召祥跨界区块链,https://www.jinse.com/blockchain/576983.html,作为《链上人才》第二季的开年巨献，本期邀请到的嘉宾为火焱社创始人、德一生态联盟常务会长、乐挖联合创始人 ——小强（时召祥） 。
优贝迪孵化基金看准产业区块链 徐刚博士领投吃货大陆共建亿元产业基金,https://www.jinse.com/blockchain/576606.html,随着产业区块链的蓬勃发展，徐刚博士再次出手，以1000万元人民币领投吃货大陆“餐饮品牌价值发现平台”，率先抢占“吃穿住行”四大产业之首的餐饮产业区块链赛道。
公链最好的应用落地场景是什么?看CoinEx Chain的2020路线图,https://www.jinse.com/blockchain/576480.html,公链的场景上未来Defi的场景会不断扩大，Defi的应用会有四个方向非常值得探索。
"2020 年比特币减半在即,宝二爷郭宏才有话说",https://www.jinse.com/blockchain/576396.html,宝二爷郭宏才越洋分享关于 2019 年热点思考及 2020 年比特币行情减半的看法
公鹿说 | POW Ecosystem中国区负责人带来POW 生态系统使用攻略,https://www.jinse.com/blockchain/575379.html,公鹿说 | POW Ecosystem中国区负责人带来POW 生态系统使用攻略
通证经济模型与实践 DAC分布式自组织商业体的形成过程与二维价值表示 （四）,https://www.jinse.com/blockchain/575050.html,用XT+UT的二维价值表示模型，联盟链的很多应用是把现实世界的资产通证化上链，就是 XT，但是在协作过程中产生的新的价值UT，联盟链是没有考虑的。
币印会客室第一期——现在还能入场挖矿吗？（直播回顾）,https://www.jinse.com/blockchain/574969.html,币印会客室第一期《现在还能入场挖矿吗？》顺利开展，本活动面向矿圈以外人士，面向币圈和传统投资者。
世链对话社区第十期|社区生态3.0——区块链世界的共识引擎,https://www.jinse.com/blockchain/574815.html,单个社区的共识不足以撼动世界，但区块链社区的共识必定让整个世界为之震撼。
朱琅：云+区块链实现区块链技术的普惠应用——499链习生第1期,https://www.jinse.com/blockchain/573547.html,区块链在关乎老百姓切身利益的应用上是最有商业价值的。
江卓尔：屯币更赚钱 为什么还要挖矿?,https://www.jinse.com/blockchain/573490.html,区块链世界里面最可怕的就是被洗下车！
通证经济模型与实践 -- DAC分布式自组织商业体的形成过程与二维价值表示 （三）,https://www.jinse.com/blockchain/573408.html,威士忌品牌可以利用DAC构建一个多方参与的威士忌联盟，吸引包括投资收藏者、意见领袖（KOL）和年轻的终端消费者在内的各方加入生态。
金山云朱江：区块链结合云计算共建数字金融“朋友圈”,https://www.jinse.com/blockchain/572058.html,从云计算到区块链，在当前技术变革背景下，科技热点不停地切换。
中国区块链应用研究中心郭宇航：拥抱监管是区块链行业发展的必经之路,https://www.jinse.com/blockchain/572008.html,最终是否拥抱监管，是一项技术走向成熟或者走向小众的分水岭。
中科院院士郑志明谈区块链:国家主链还是由国家队来做,https://www.jinse.com/news/blockchain/571978.html,如果是主链，国家的主链，恐怕还是由国家队来做，因为里面的这些规则很重要，底层架构做好很重要。
链世纪财经｜2020区块链+高峰论坛嘉宾访谈,https://www.jinse.com/blockchain/571411.html,链世纪财经作为此次战略合作媒体感谢大会的邀请，同时也感谢李总和赵总对区块链未来发展趋势以及落地应用等方面的专业解答。
高承实：数字法币是区块链架构中的血液和灵魂,https://www.jinse.com/blockchain/570989.html,链改是指用区块链的理念和技术，对现有产业的业务流程和社会组织治理机制进行改造。
徐皓：区块链+”时代的可实施性探讨——499Block加油站第108期,https://www.jinse.com/blockchain/570453.html,“2020年区块链落地应用场景热点根据区块链分类，在公有链的层面，比较适合的场景是数字内容分发领域；在联盟链的方面，第一个应用场景是可以解决人类社会可持续发展的
关于脑裂中本聪都说了些什么？,https://www.jinse.com/blockchain/569259.html,如果网络进行分开了然后重新组合，则较短链中的任何交易（而不是较长链的交易）都会再次释放到交易池中，并且有资格进入将来的区块。 他们的确认数目将重新编排。
《区块链+零工经济 如何保障自由职业者权益》线上分享实录,https://www.jinse.com/blockchain/568675.html,2020年1月6日晚8点，OpenLedger APS创始人，VPLedger创始人Ronny Boesing在SVHack社区中进行了AMA分享
LTC创始人李启威不惧流言蜚语用“山寨”创造百亿市值奇迹,https://www.jinse.com/blockchain/568379.html,有一个人，将山寨币做到了前所未有的高度。他手中的山寨币市值超过百亿，长年以来都保持着交易市场前几的地位，甚至频频向其山寨的对象发起挑战。
"比特币价格冲高回落,或将酝酿新一轮反弹？",https://www.jinse.com/blockchain/577585.html,接下来，市场需要找到支撑区域，才有可能延续此前的势头。
黑天鹅突袭市场震荡蓄势/200121分析,https://www.jinse.com/blockchain/577567.html,黑天鹅突袭市场震荡蓄势/200121分析
男女失衡最严重的地方除了物理学院    其次就是链游圈,https://www.jinse.com/blockchain/577565.html,看来除了物理学院，男女失衡最严重的地方恐怕就是链游圈了。
节日期间  少看少动 1/21疯人院行情分析(BTC),https://www.jinse.com/blockchain/577564.html,币圈唯一每天坚持视频分析行情的公众号！
1.21晚间行情:春节将至 牛市还继续吗？,https://www.jinse.com/news/blockchain/577519.html,春节将至，牛市还继续吗？
BTC月线盘面预示距离牛抬头只一步之遥,https://www.jinse.com/news/blockchain/577497.html,BTC月线盘面预示距离牛抬头只一步之遥
"理性面对春难,迎接走牛行情!1月21日老俞说币",https://www.jinse.com/blockchain/577492.html,"理性面对春难,迎接走牛行情!"
BTC年度上升结构完好 中长线低吸机会,https://www.jinse.com/news/blockchain/577461.html,BTC年度上升结构完好 中长线低吸机会
1.21午间行情：震荡过后大概率向上,https://www.jinse.com/news/blockchain/577460.html,震荡过后大概率向上
珠穆朗玛币王：1月21日美联储将推出Fedcoin 以对抗央行DCEP,https://www.jinse.com/blockchain/577459.html,美国已经有了一套成熟、稳定、高效的美元结算体系，因此发行美元数字货币的实际收效可能不大，其最主要价值其实是美元使用的便捷性和对抗中国DCEP的蚕食。
深度文章｜2020年区块链行业的五大趋势 1月21日行情分析,https://www.jinse.com/blockchain/577458.html,比特币震荡收窄即将选择方向，向上的概率较大，下方需要关注支撑8600美元！
贵财谈币：震荡横盘 耐心等待行情爆发,https://www.jinse.com/blockchain/577449.html,现在就是等待市场选择方向的时候了，我们可以顺势而为。
10年盘面走势预示BTC一波大爆炸行情或在酝酿,https://www.jinse.com/news/blockchain/577448.html,10年盘面走势预示BTC一波大爆炸行情或在酝酿
ETH区间震荡整理 或为蓄势突破上行,https://www.jinse.com/news/blockchain/577439.html,ETH区间震荡整理 或为蓄势突破上行
BTC陷入狭窄区间盘整 8500成多头生命线,https://www.jinse.com/blockchain/577332.html,隔夜部分二线币种走出了强度可观的反弹表现，但是BTC的价格波动幅度非常有限，在短期内的拉锯过程中BTC逐渐进入到了一个重新定向的关键阶段之中。
BTC短线回落整理 或将酝酿新一轮波段行情,https://www.jinse.com/news/blockchain/577425.html,BTC短线回落整理 或将酝酿新一轮波段行情
君临说币：1.21BTC行情分析 多军是否会在近期重整旗鼓再振雄风冲刺9000大关？,https://www.jinse.com/blockchain/577389.html,每日行情以及操作建议
比特币跌回8500 转势or洗盘？|1月20日区块链随笔,https://www.jinse.com/blockchain/577276.html,重要支持并未破 BNB LTC BTC ETH EOS
珠穆朗玛币王：1月20日USDT负溢价的背后逻辑,https://www.jinse.com/blockchain/577234.html,珠穆朗玛币王：1月20日USDT负溢价的背后逻辑
秦川说币1月20日行情分析大盘回撤坚守多日终见曙光,https://www.jinse.com/blockchain/577209.html,秦川说币1月20日行情分析大盘回撤坚守多日终见曙光
一凡谈币：回调后年前行情如何布局？(20200120行情分析),https://www.jinse.com/blockchain/577169.html,行情分析
昨晚七点的大跌是空军最后的挣扎  还是收割前的小试牛刀？,https://www.jinse.com/blockchain/577126.html,昨晚七点的大跌，可能只是收割前的小试牛刀
AToken每日简报 | BTC仍8500强支撑 主流币纷纷进入各自行情,https://www.jinse.com/blockchain/577125.html,BTC当前暂报8676.21美元，日涨跌幅为+0.50%。
一位传统金融大佬  丢失比特币密钥,https://www.jinse.com/blockchain/577589.html,在每一次科技浪潮袭来时，真正能毫不畏惧加入大潮，参与其中的人总是少数。
OKEX AMA AshDavidson：如何利用OKEx交易大数据优化交易策略,https://www.jinse.com/blockchain/577477.html,本文将为你解读如何利用交易大数据中的指标来辅助交易。
PA周刊 | 上海支持央行数字货币研究所在沪设立金融科技公司,https://www.jinse.com/blockchain/577279.html,一周重要消息，看这篇就够了。
金融必定是区块链最适合的应用领域（下）,https://www.jinse.com/blockchain/577121.html,下篇将继续从流动性管理模式出发，探讨区块链解决方案能对银行日内流动性管理做出何种改善。
区块链应用（DApp）2019年度报告,https://www.jinse.com/blockchain/576886.html,DappOnline将带领大家一起对2019年的区块链去中心化应用进行回顾、盘点、展望，这也将帮我们更好的看待已经逝去的2019和即将到来的2020。
另辟蹊径的 Dimension 旗下三款隐私工具,https://www.jinse.com/blockchain/576550.html,Dimension 目标成为互联网和去中心化系统的桥梁，再不迁移和不改变用户习惯的情况下拥有数据私有产权。旗下有产品 Maskbook、Tessercube等
比特币巨鲸的交易所充提真的能影响价格吗？,https://www.jinse.com/blockchain/576549.html,“币圈大户”对普通交易者来说一直是神秘的存在，每次暴涨暴跌的背后总充斥着“巨鲸“动向的风言风语，好像他们随便一个交易指令就能让K线走向自己想要的方向。
从早期互联网的泡沫看区块链的希望,https://www.jinse.com/blockchain/576546.html,2000年左右的时候，一家互联网企业怎么进行IPO？答案是做一份商业计划书，2017、2018年的时候怎么ICO？答案是写一份白皮书。
DappReview：币安收购的 DApp 评测平台,https://www.jinse.com/blockchain/576521.html,DappReview 是一个 dApp 评测平台，提供精确的 dApp 数据，用户洞察和市场数据分析。
ChainsMap比特币链上数据12月全景扫描（下）：交易所双巨头篇,https://www.jinse.com/blockchain/576402.html,币安、火币一个月聚集了超80万枚BTC的来来往往，背后反映了什么趋势？
全球科技公司区块链布局研究:2024年BaaS市场将达305.9亿美元（附PDF）,https://www.jinse.com/blockchain/576345.html,基于对全球科技公司区块链业务逻辑的深刻剖析， 相信区块链公司、 致力于建设区块链的企业、 投资人都能获得启发。
区块链科技2020年1月区18日重要动态见闻一览,https://www.jinse.com/blockchain/576341.html,"宏观政策 ：分布式办公 张本才 吴晓华 李伟 方世忠

行业动态 ：FAFA BB 慢雾科技 Paydex

精彩观点 ：Brad.Sherman 周强 Lib"
区块链科技2020年1月区17日重要动态见闻一览,https://www.jinse.com/blockchain/576006.html,"宏观政策：美国国会法案 章寿荣 四川区块链白皮书 华博雅 陈朝晖 陈丽 王柏华

国务院

行业动态 : 比特币 美国税局 Coinbase KyberSwap"
达世币也涨了200％  要不要寻找下一个“黑马”？,https://www.jinse.com/blockchain/575890.html,目前的市场总体而言还是熊市，这次行情顶多只是熊市中的一个小浪花，而是未来整个市场行情到来后的大红利。不要轻易换仓追黑马，那样只会捡了芝麻丢了西瓜。
洞悉2019年加密资产行业：一级市场与二级市场,https://www.jinse.com/blockchain/575762.html,加密资产行业上半场竞争方兴未艾，机遇与挑战并存。
世界风云变幻  比特币走势强劲,https://www.jinse.com/blockchain/575308.html,海外风云变幻，“当局者迷，旁观者清”，对比特币的认知海外的当局者都不迷，而我们更要看到比特币的独特性和在资产配置中的关键性。
金色荐读|以太坊已被严重低估 胜利几乎被注定？,https://www.jinse.com/blockchain/575129.html,ETH相比于比特币和同类型智能合约平台均被市场严重低估，在目前的竞争格局下，以太坊的胜利几乎是注定的。
"紧张局势下,发展中国家会接受加密货币吗？",https://www.jinse.com/blockchain/575047.html,“无国界的货币”绝不只是一个流行语，但更不会是投机的标的。
为什么比特币长期抗打击能力最差？它能否成为一种高价信用货币？,https://www.jinse.com/blockchain/574804.html,为什么比特币长期抗打击能力最差？它能否成为一种高价信用货币？
能源+区块链行业研究报告,https://www.jinse.com/blockchain/574782.html,能源作为一个体量巨大的传统行业，其与区块链的结合有着巨大的想象空间。
憧憬 | 对比特币的线性叙事,https://www.jinse.com/blockchain/574766.html,对比特币历史的健康尊重是任何试图对其进行定义的必要起点。它不是单一的，比特币主义者在意识形态上也不是同质的。
ChainsMap比特币链上数据12月全景扫描（上）：全局数据篇,https://www.jinse.com/blockchain/574697.html,比特币价格波动下降，链上活动波澜不惊，10张图带你穿透12月的链上数据
俄罗斯总理宣布俄政府全体辞职 或将利好加密货币,https://www.jinse.com/blockchain/574662.html,俄罗斯总理宣布俄政府全体辞职！世界上所有的不确定性，都是利好加密货币。
